Key;region_name;Station;lon;lat;Date;STN_TIME;Twilight;Net_Type;Mesh_Size(um);Net_Mouth_Dia(m);DEPTH_STRT;DEPTH_END;Bottom Depth(m);Volume Filtered(m3);CTD;NOTES;Pi;NumberOfSpecies;SumOfDiversity;ANNE:POLY: >> POLY larvae s1;ANNE:POLY: >> POLY s1;ANNE:POLY: >> POLY s2;ANNE:POLY: >> POLY s3;ARCR:: >> CIRRI s1;ARCR:: >> CRUST larvae s1;ARCR:AMPH:GAMM >> GAMM s1;ARCR:AMPH:GAMM >> GAMM s2;ARCR:AMPH:GAMM >> GAMM s3;ARCR:AMPH:HYPE >> HYPER s1;ARCR:AMPH:HYPE >> HYPER s2;ARCR:AMPH:HYPE >> HYPER s3;ARCR:CLAD: >> CLADO s1;ARCR:COPE: >> COPE other <2mm;ARCR:COPE: >> COPE other >2mm;ARCR:COPE: >> COPEN s1;ARCR:COPE:CALA >> CALA <1mm;ARCR:COPE:CALA >> CALA <3mm≥1mm;ARCR:COPE:CALA >> CALA <5mm≥3mm;ARCR:COPE:CALA >> CALA >5mm;ARCR:DECA:MYSI >> MYSID s1;ARCR:DECA:MYSI >> MYSID s2;ARCR:DECA:MYSI >> MYSID s3;ARCR:DECA:NANT >> CARID s1;ARCR:DECA:NANT >> CARID s2;ARCR:DECA:NANT >> CARID s3;ARCR:DECA:REPA >> DECA s1;ARCR:DECA:REPA >> DECA s2;ARCR:DECA:REPA >> DECA s3;ARCR:EUPH: >> EUPH eggs;ARCR:EUPH: >> EUPH s1;ARCR:EUPH: >> EUPH s2;ARCR:EUPH: >> EUPH s3;ARCR:ISOP: >> ISOPOD s1;ARCR:ISOP: >> ISOPOD s2;ARCR:ISOP: >> ISOPOD s3;ARCR:OSTR: >> OSTRA <3mm;ARCR:OSTR: >> OSTRA >3mm;CHAE:: >> CHAET s1;CHAE:: >> CHAET s2;CHAE:: >> CHAET s3;CHRO:: >> PROTO s1;CHRO:: >> PROTO s2;CNID:ANTH: >> ANTH s1;CNID:ANTH: >> ANTH s2;CNID:HYDR: >> MEDUS s1;CNID:HYDR: >> MEDUS s2;CNID:HYDR: >> MEDUS s3;CNID:HYDR:SIPH >> CALYC s1;CNID:HYDR:SIPH >> CALYC s2;CNID:HYDR:SIPH >> CALYC s3;CNID:HYDR:SIPH >> PHYS float >5mm;CNID:HYDR:SIPH >> PHYS s1;CNID:HYDR:SIPH >> PHYS s2;CNID:HYDR:SIPH >> PHYS s3;CNID:SCYF: >> SCYPH s1;CNID:SCYF: >> SCYPH s2;CNID:SCYF: >> SCYPH s3;CTEN:: >> CTENO s1;CTEN:: >> CTENO s2;CTEN:: >> CTENO s3;ECHI:: >> ECHIN s1;ECTO:: >> BRYOC s1;MOCE:OCTO: >> CEPH s1;MOCE:OCTO: >> CEPH s2;MOCE:OCTO: >> CEPH s3;MOGA:HETE: >> HETERO s1;MOGA:HETE: >> HETERO s2;MOGA:HETE: >> HETERO s3;MOGA:PTER: >> CLIO s1;MOGA:PTER: >> CLIO s2;MOGA:PTER: >> CLIO s3;MOGA:PTER: >> GYMNO s1;MOGA:PTER: >> GYMNO s2;MOGA:PTER: >> GYMNO s3;MOGA:PTER: >> LIM-- s0;MOGA:PTER: >> LIM-- s1;MOGA:PTER: >> LIM-- s2;MOGA:PTER: >> LIM-- s3;MOLL:: >> MOLL s1;UROC:LARV: >> LARVAC s1;UROC:LARV: >> LARVAC s2;UROC:LARV: >> LARVAC s3;UROC:THAL: >> DOLIO s1;UROC:THAL: >> DOLIO s2;UROC:THAL: >> DOLIO s3;UROC:THAL: >> SALP s1;UROC:THAL: >> SALP s2;UROC:THAL: >> SALP s3;VERT:PISC: >> PISCES egg s1;VERT:PISC: >> PISCES s1;VERT:PISC: >> PISCES s2;VERT:PISC: >> PISCES s3;XXXX >> Remainder
IOS2002030006001;Alaska Basin East;P26;-145.070;50.008;3 9 2002;0815;Daylight;Bongo VNH;236;0,56;148;0;4250;31.66;57;Thalassiothrix ;2;28;2,412;0;0,02173;0;0;0;0;0;0;0;0,47909;0;0,04422;0;0,14979;0;0,00045;0,37297;3,87567;0,65395;3,07012;0;0;0;0;0;0;0;0;0;0,0197;0;0,3199;2,48288;0;0;0;0;0;0;0,63575;6,46242;0,2826;0;0;0;0,25268;3,36071;0;0;0,07454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50537;0;0;0;2,30449;0;0;0,01737;0,16677;0;0;0;0;0;0;0;0;0;0;0;0;0
IOS2002030008701;Alaska Basin East;MR11;-136.670;51.250;6 9 2002;2215;Night;Bongo VNH;236;0,56;150;0;200;34.96;86;Some large (2-4mm) football Radiolarians ;2;43;2,262;0;0;0;0;0;0;0;0,37757;0;0;0;0;0;0,08499;0;0;0,18193;4,86727;0,88616;1,01945;0;0;0;0;0;0;0;0;0;0,00412;0;0,24417;1,33787;0;0;0;0,36614;0;0;0,25057;5,9611;0,12587;0;0;0;0,22883;2,11385;3,60412;0;0,06751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,40046;0;0,38902;10,08696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,45538;3,99314;0
IOS2002030009501;Haida Basin;MJ05;-132.395;51.458;8 9 2002;0027;Night;Bongo VNH;236;0,56;150;0;200;63.32;93; ;2;49;2,284;0;0;0,01327;0;0,32849;0;0;0,20846;0;0,47909;1,15603;0;0;0,01212;0;0;0,55489;7,31143;0,71319;8,90335;0;0;0;0;0;0;0;0,06475;0;0,00758;0;0,77826;2,26785;0;0;0;0,15161;0;0;0,07302;2,99432;0,11512;0;0;0;0;0,72015;1,73342;0;0;0;0;0;0,90967;0;0;0;0;0;0;0,09949;0;0,00066;0;0;0;0;0;0;0;0;0;0;0,2211;0;0,08591;1,72836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,78743;9,63992;0
IOS2002032000401;Northern Vancouver Island Offshore;CS01;-129.697;50.583;19 9 2002;0842;Daylight;Bongo VNH;236;0,56;240;0;2105;96.45;3;Paint chips and deck wash ;2;42;2,066;0;0;0;0;0;0;0;0;0;0,31453;1,14878;0;0;0,1128;0;0;0,45347;1,02751;0,28848;1,00778;0;0;0;0;0;0,03836;0;0;0;0;0;0,07673;0,4197;0;0;0;0,03318;0;0;0,29446;2,53188;0,03145;0;0;0;0;1,02436;0,21773;0;0,04894;0;0;0,39813;0,13271;0;0;0;0;0;0;0;0;0;0;0,11405;0;0;0;0;0;0;0;0;0,14515;0;0,0846;0,12608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,13634;0;0
IOS2002032000501;Northern Vancouver Island Offshore;CS01;-129.694;50.582;19 9 2002;0905;Daylight;Bongo VNH;236;0,56;50;0;2105;26.54;3;volume 2x, Paint chips and deck wash ;2;26;1,626;0;0;0;0;0;0;0;0;0;0,31831;0,43331;0;0;0,02804;0;0;1,1012;2,92208;0,0728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02984;1,34137;0,0217;0;0;0;0;1,28862;0;0;0;0;0;0;0,60286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,15373;0;0;0;0;0,0422;0;0;0;0;0;0;0;0;0;0;0;2,87491;0
IOS2002032000801;Northern Vancouver Island Offshore;ODAS;-129.867;50.857;19 9 2002;1313;Daylight;Bongo VNH;236;0,56;57;0;2000;22.91;7; ;2;21;1,678;0;0;0;0;0;0;0;0;0;0,16552;0,20515;0;0;0,04505;0;0,00105;1,42162;2,02812;0,48189;0,17809;0;0;0;0;0;0;0;0,47141;0;0;0;0,0275;0;0;0;0;0,13968;0;0;0,03841;2,15189;0;0;0;0;0;0,41467;0;0;0;0;0;0;0,20952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IOS2002032000901;Northern Vancouver Island Offshore;ODAS;-129.867;50.857;19 9 2002;1330;Daylight;Bongo VNH;236;0,56;250;0;2060;68.41;7;Some Thalassionematales ;2;36;2,453;0;0;0;0;0;0;0;0;0;0,88689;1,67958;0;0;0,12789;0;0,00042;0,73371;1,18487;0,33445;0,33153;0;0;0;0;0;0;0;0,22512;0;0;0;0,03388;0,29115;0;0;0;0,09355;0;0;0,06017;3,54042;0,08233;0;0;0;0;0,41661;0;0;0,01725;0;0;0;0,11694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,53326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IOS2002032005901;Northern Vancouver Island Offshore;LBP7;-128.185;49.876;21 9 2002;0630;Daylight;Bongo VNH;236;0,56;250;0;2230;113.06;58;volume 2x ;2;48;2,552;0;0;0;0;0;0;0;0,2335;0;0;0,00747;0;0;0,12826;0;0;1,18002;5,50955;0,6878;0,26817;0;0;0;0;0;0,21369;0;0,06368;0;0,0051;0;0,05972;2,34021;0;0;0;0,22643;0;0;0,24468;2,95242;0,04529;0;0;0;0;0,53777;0;0;0,10437;0,09199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07925;0;0;0;0;0;0;0;0;0;0;0,00746;0,81638;0
PBS2002038004101;Southern Vancouver Island Offshore;EP12;-128.185;48.493;19 10 2002;0716;Daylight;Bongo VNH;253;0,58;150;0;2503;39.91;40; ;3;68;2,639;0,0914;0;0,02857;0,08519;0;0;0;0;0,57129;1,14017;2,33525;0,41068;0;0,09842;0;0;1,99688;4,47109;0,44801;0;0;0;0;0;0;0,05004;0;0,11802;0;0,00762;0;0,74182;7,49447;0;0;0;0;0;0;0,10744;3,31245;0,15884;0;0;0;0,20045;0,50614;0,96818;0;0,02756;0,37886;0;0;0;0;0;0;0;0;0,12588;0;0;0;0;0;0;0;0;0;0;0;0;0;0,35079;0;0,06815;0,00501;0;0;0,00048;0,32874;0;0;0;0;0;0;0,91205;6,16638;0;0;0,06264;0,14032;0
PBS2002038012801;Northern Vancouver Island Offshore;T13;-130.329;50.310;23 10 2002;0705;Night;Bongo VNH;253;0,58;150;0;1860;78.61;127;volume 2x, depth sounder not working, exceeded depth? ;3;36;2,409;0;0;0,07836;0,0865;0,03307;0;0;0,08396;0;0,00163;2,00737;0;0;0,00936;0;0,00006;0,12259;3,07808;0;0,04122;0;0;0;0;0,01603;0;0;0;0;0,00244;0,0977;0,2646;1,77447;0;0;0;0,24424;0;0;0,02911;0,13357;0,11088;0;0;0;0;1,83692;2,41852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,06997;0;0;0;0;0;0;0;0;0;0;0;0,54141;0;0;0,00012;0,0346;0;0;0;0;0;0;0;0;0;0;0;0;0
PBS2002038013101;Northern Vancouver Island Offshore;T12;-130.156;50.379;23 10 2002;0855;Daylight;Bongo VNH;253;0,58;150;0;2704;67.27;130;volume 2x ;3;36;2,344;0;0;0,00852;0;0;0;0;0;0;0;0;0;0;0,0264;0;0;0,56304;2,36041;0;0,05827;0;0;0;0;0;0;0;0;0;0,00238;0;0,01933;0;0,18932;0;0;0,28542;0;0;0,11464;0,75368;0,03558;0;0;0;0;0,08473;0,31217;0;0;0;0;0;0;0;0;0;0;0;0,01867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,16173;0;0;0;0;0,1332;0;0;0;0;0;0;0;0;0;0;0;0;0
PBS2002038013401;Northern Vancouver Island Offshore;T11;-129.989;50.458;23 10 2002;1036;Daylight;Bongo VNH;253;0,58;150;0;2172;63.61;133; ;3;33;2,396;0;0;0;0;0;0;0;0,05188;0;0;0;0;0;0,05825;0;0;0,86918;3,04857;0,00346;0;0;0;0;0;0;0;0;0,14809;0;0,01459;0;0,07458;0;0,38233;0;0;0,30184;0;0;0,13262;0,34114;0,06963;0;0;0;0;0,20909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0169;0;0;0;0;0;0;0;0;0;0;0;0;0;0,17104;0;0;0;0,00785;0,63386;0;0;0;0;0;0;0;0;0;0;0;0;0
PBS2002038013701;Northern Vancouver Island Offshore;T10;-129.820;50.538;23 10 2002;1232;Daylight;Bongo VNH;253;0,58;150;0;2160;38.21;136; ;3;38;2,472;0;0;0;0,08898;0;0;0;0;0;0;0;0,08584;0;0,02638;0;0;0,97423;2,46386;0,00576;0,25438;0;0;0;0;0;0,13243;0;0;0;0;0;0;0;0;0;0;0,66998;0;0;0,11715;1,33473;0,02981;0;0;0;0;0,74588;0,54959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,42711;0;0;0;0,01657;0,13399;0;0;0;0;0;0;0;0;0;0;0;0;0,0335
IOS2003001001401;Alaska Basin East;P26;-145.000;50.001;12 2 2003;1552;Daylight;Bongo VNH;236;0,56;249;0;4219;56.76;16;Flowmeter reading incorrect. Value entered was 101.608 m³. biomass analysis done 14 years after sample collection, sample degraded, paint chips in biomass ;2;33;2,04;0;0;0,07188;0,23961;0;0;0;0;0;0;0;0;0;0,04341;0;0;0,15798;13,00465;0,73855;1,02184;0;0;0;0;0;0;0;0;0;0;0;0,16477;1,05504;0,03044;0;0;0,45103;0;0;0,59563;7,17759;0,00925;0;0;0;0;2,51938;0,22692;0;0,24947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,71388;0;0;0;0;0,54799;0;0;0,05638;0;0;0;0;0;0;0;0;0
IOS2003001002601;Alaska Basin East;P20;-138.667;49.566;14 2 2003;1349;Daylight;Bongo VNH;236;0,56;250;0;3944;45.17;28;3/4 sample lost, biomass analysis done 14 years after sample collection, sample degraded, paint chips in biomass ;2;40;2,644;0;0,03046;0;0;0;0;0;0;0;0;0,37193;0;0;0,02444;0;0,00021;0,79703;1,77323;0,06227;0,14346;0;0;0;0;0;0;0;0;0;0,00567;0;0;0,66416;0;0;0;1,84193;0;0;0,8604;1,90834;0,24384;0;0;0;0;0,61103;0;0;0,05225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,49967;0;0;0;0;2,2762;0,16205;0;0;0;0;0;0;0,00177;0;0;0;0
IOS2003001003301;Alaska Basin East;P16;-134.667;49.283;15 2 2003;1605;Daylight;Bongo VNH;236;0,56;250;0;3621;85.87;34;biomass analysis done 14 years after sample collection, sample degraded, paint chips in biomass ;2;38;1,959;0;0;0,00489;0;0;0;0;0;0;0;0,12694;0;0;0,07639;0;0;0,94857;2,41557;0,2856;0,03773;0;0;0;0;0;0;0;0;0;0;0;0,01491;0,09899;0;0;0;0,22359;0;0;0,06466;1,06906;0;0;0;0;0;0,70805;0,46955;0;0,04123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,13288;0;0;0,00388;0;0,23142;0,07104;0;0;0;0;0,06056;0;0;0;0;0;0
IOS2003001003901;Northern Vancouver Island Offshore;P12;-130.666;48.970;16 2 2003;1751;Daylight;Bongo VNH;236;0,56;249;0;3227;73.20;40;biomass analysis done 14 years after sample collection, sample degraded, paint chips in biomass ;2;54;3,013;0;0;0,02103;0;0;0;0;0;0;0;0,02869;0;0;0,03881;0;0;0,29198;1,38361;0,07003;0,01858;0;0;0;0;0;0;0;0;0;0,00197;0;0,1047;0,65909;0,04765;0;0;0,21858;0;0;0,12492;1,17077;0,06229;0;0;0;0;0,59699;0,37487;0;0,00806;0,14208;0;0;0;0;0;0;0;0;0;0;0;0,00085;0;0;0;0;0;0;0;0;0;0;0,04781;0;0,50164;0,16612;0;0;0,00284;0;0,00885;0;0;0;0;0;0;0;0;0;0,01776;0;0
PBS2003004003101;Southern Vancouver Island Offshore;EP12;-128.191;48.495;16 2 2003;0716;Daylight;Bongo VNH;253;0,58;150;0;1000;111.16;30;Volume 4x expected value, calculation from wire out ;3;52;2,712;0;0;0,00684;0;0;0;0;0;0;0;0,08456;0;0;0,03476;0;0,00004;0,18425;0,60584;0,03688;0;0;0;0;0;0;0;0;0;0;0,0013;0;0,05027;0,46399;0;0;0;0,03742;0;0;0,03815;1,1049;0,02251;0;0;0;0;0,01709;0;0;0;0,09356;0;0,17272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0367;0,27348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02249;0;0
IOS2003001004501;Northern Vancouver Island Offshore;P08;-128.667;48.817;17 2 2003;1150;Daylight;Bongo VNH;236;0,56;250;0;2518;75.77;46;biomass analysis done 14 years after sample collection, sample degraded, paint chips in biomass ;2;49;2,595;0;0;0;0;0;0;0;0;0;0;0,01114;0;0;0,06916;0;0;0,33387;1,09259;0,62437;0,18661;0;0;0;0;0;0;0;0;0;0,00095;0;0,07285;0,43552;0,0038;0;0;0,10558;0;0;0,15932;1,5955;0,0302;0;0;0;0;0,81034;0,27715;0;0,01557;0;0;0,7602;0;0;0;0;0;0;0;0;0;0,0011;0;0;0;0;0;0;0;0;0;0;0,04619;0;0,30513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PBS2003004011501;Northern Vancouver Island Offshore;T12;-130.230;50.337;21 2 2003;0721;Daylight;Bongo VNH;253;0,58;150;0;1000;51.77;114; ;2;37;2,446;0;0;0;0;0;0;0;0;0;0;0,04056;0;0;0,04326;0;0;0,69815;6,69362;0,50227;0;0;0;0;0;0;0;0;0;0;0;0;0,32007;3,47548;0,01113;0;0;0,12362;0;0;0,06363;1,60324;0,04636;0;0;0;0;0,1835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,10508;0,46977;0;0;0;0;0,03338;0;0;0;0;0;0;0;0;0;0;0;0
PBS2003004011901;Northern Vancouver Island Offshore;T11;-130.019;50.431;21 2 2003;0941;Daylight;Bongo VNH;253;0,58;150;0;1000;74.27;118;Volume 2x expected value ;2;36;2,703;0;0;0;0;0,00431;0;0;0;0;0;0;0,06598;0;0,01223;0;0;0,1208;1,44943;0,14865;0;0;0;0;0;0;0;0;0;0;0;0;0,19319;1,53201;0;0;0;0,03231;0;0;0,03702;0,97011;0,05655;0;0;0;0;0,02558;0;0;0;0;0;0,12926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,15565;0,40932;0;0;0,04483;0;0,00872;0;0;0;0;0;0;0;0;0;0;0;0
PBS2003004012201;Northern Vancouver Island Offshore;T10;-129.862;50.505;21 2 2003;1126;Daylight;Bongo VNH;253;0,58;150;0;1000;69.10;121;Volume 2x expected value ;2;32;2,312;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02008;0;0;0,13448;1,78316;1,35803;0;0;0;0;0;0;0;0;0;0;0;0;0,0855;0,64368;0;0;0;0,02315;0;0;0,03733;0,45297;0,08683;0;0;0;0;0,0275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00015;0;0;0;0;0;0;0;0;0;0;0;0;0,01968;0,04399;0;0;0,02345;0;0;0;0;0;0;0;0;0;0;0;0,01881;0;0
IOS2003015009501;Northern Vancouver Island Offshore;LBP7;-128.186;49.876;19 5 2003;1755;Daylight;Bongo VNH;236;0,56;235;0;2230;85.28;93;flowmeter side with lots of jellies ;2;46;1,922;0,72045;0;0;0;1,26079;0;0;0;0;0;0;0;0;0,03362;0;0,01081;3,57674;30,80048;0,56103;0,8832;0;0;0;0;0;1,72373;0;0;0;0,08706;0;0,11727;0,35178;0;0;0;0,60038;0;0;0,13912;5,20638;0,03002;0;0;0;0;0,08912;3,25047;0;0,02767;0,2439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,33771;0;0;0;0;0,21013;0,15197;0;0;0;0;0;0;0;0,00516;0,0469;0,14775;0;0,09006
IOS2003015010201;Northern Vancouver Island Offshore;CS01;-129.691;50.582;19 5 2003;0517;Daylight;Bongo VNH;236;0,56;246;0;2130;72.14;101; ;2;42;1,561;0;0;0;0,25506;1,27751;0;0;0;0;0;1,2753;0;0;0,17033;0;0,00213;8,67434;27,72918;8,05323;6,2789;0;0;0;0;0;0;0;0,05683;0;0,10291;0;0,13307;3,30158;0;0;0;2,83892;0;0;0,05988;8,16191;0;0;0;0;0;0;0,34378;0;0,06543;0;0,56557;0;0;0;0;0,00139;0;0;0,01741;1,14976;0;0;0;0;0;0;0;0;0;0;0;0;0,38813;0;36,79956;0;0;0;0,03691;0;0,19163;0,06765;0;0;0;0;0;0;0,00444;0,01386;4,74355;0;0
IOS2003015010301;Northern Vancouver Island Offshore;CS01;-129.690;50.582;19 5 2003;0534;Daylight;Bongo VNH;236;0,56;48;0;2130;15.92;101;poor preservation ;2;32;1,313;0;0;0;0;0;0;0;0;0;0;0,98618;0;0;1,31216;0;0;29,57506;162,06473;17,68844;0,20352;0;0;0;0;0,07915;0;0;0,47739;0;0,27336;0;0,27324;2,01005;0;0;0;0;0;0;0,02211;5,85427;0;0;0;0;0;0,11935;2,90201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,21985;0;86,11055;0;0;0;0;1,12563;0,05427;0;0;0;0;0;0;0;0,01131;0;3,2946;0;0
IOS2003015010601;Northern Vancouver Island Offshore;ODAS;-129.914;50.858;20 5 2003;0817;Daylight;Bongo VNH;236;0,56;241;0;2114;60.43;108; ;2;48;2,035;0;0;0;0;0;0;0;0;0;0;0,139;0;0;0,09637;0;0,00064;2,85275;5,40131;2,72911;3,05146;0;0;0;0;0;0,13219;0;0,12577;0;0,01906;0;0;1,64329;0;0;0;0,21182;0;0;0,14298;5,44431;0;0;0;0;0;0,25153;6,78736;0;0;0,3442;0;0;0;0;0;0;0;0;0;0;0,07117;0;0;0;0;0;0;0;0;0;0;0;0,23167;0;17,64422;0;0,24226;0;0;0;0;0;0;0;0;0;0;0;0,00132;0;2,95713;0;0
IOS2003015010701;Northern Vancouver Island Offshore;ODAS;-129.916;50.858;20 5 2003;0824;Daylight;Bongo VNH;236;0,56;48;0;2114;14.57;108; ;2;39;1,278;0,19327;0;0;0;0;0;0;0;0;2,08209;0;0;0;0,22578;0;0;17,50007;46,49113;8,25807;2,11256;0;0;0;0;0;2,52231;0;0,2814;0;0,03953;0;0,65889;0,51476;0;0;0;0;0;0;0,06698;3,54496;0;0;0;0;0;0,2608;31,22169;0;0;0;0;10,54221;0;0;0;0;0;0;0,17241;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48044;0;78,40769;0;0,1256;0;0,06852;0;0,38545;0;0;0;0;0;0;0;0,01442;0;7,07962;0;0
IOS2003011001401;Northern Vancouver Island Offshore;P08;-128.661;48.818;29 5 2003;2000;Daylight;Bongo VNH;236;0,56;149;0;2440;34.77;13;frozen side rotten, thick with Rhizosolenia ;2;50;2,861;0;0;0,03911;0,39114;0;0;0;0;0;0;0,36238;0;0;0,12646;0;0,00055;0,3971;4,25285;2,32221;0,5292;0;0;0;0;0;0;0;0,87432;0;0,0612;0;0;1,42801;0;0;0;1,47254;0;0;0,01035;1,0555;0,00589;0;0;0;0;0,43716;0,37043;0;0,13575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,3805;1,20794;0;4,6937;0;0;0;0;1,57377;1,60207;0,73684;1,6566;0,47857;0,04026;0;0;0;0,00518;0;0;0;0
IOS2003011001901;Northern Vancouver Island Offshore;P12;-130.666;48.968;30 5 2003;1105;Daylight;Bongo VNH;236;0,56;147;0;3225;55.27;18;2min wait when wire went under ship upon retrieval, thick with Rhizosolenia ;2;58;3,114;0,02953;0,0249;0,0579;0;0,01158;0;0;0;0;0;0,30396;0;0;0,08381;0;0;0,30567;0,81273;6,36311;27,9877;0;0;0;0,0579;0;0;0;0;0;0,01173;0;0;2,50783;0;0;0;0,34738;0;0;0,07758;3,77782;0,05072;0;0;0;0;0,55003;1,88167;0,17369;0,1708;0;0;0,69477;0;0;0;0;0;0;0;0;0;0,00075;0;0,09951;0;0;0;0;0;0;0;3,03962;0,5066;0;1,77167;1,10005;0;0;0;0,03474;0;0;0,04053;0,04632;0;0;0;0;0,01303;0;2,22725;0;0,01158
IOS2003011002601;Alaska Basin East;P16;-134.667;49.284;31 5 2003;1250;Daylight;Bongo VNH;236;0,56;148;0;3645;34.06;24;Flowmeter reading incorrect. Value entered was 17.203 m³, thick with Rhizosolenia ;2;42;2,924;0;0;0;0;0;0;0;0;0;0,11133;0,19965;0;0;0,04181;0;0;0,14786;1,3771;10,26205;7,3303;0;0;0;0;0;0,10863;0;0;0;0,0081;0,01879;0,04386;0;0;0;0;0,09395;0;0;0,02067;0,75161;0,2765;0;0;0;0;1,67352;0;0;0,06694;0;0;0;0;0;0;0;0;0;0;0;0,00395;0;0;0;0;0;0;0;0;0;0;0,11744;0;0;0,15972;5,266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IOS2003011003401;Alaska Basin East;P20;-138.667;49.567;1 6 2003;1540;Daylight;Bongo VNH;236;0,56;149;0;3970;34.06;33;Flowmeter reading incorrect. Value entered was 9.151 m³, thick with Rhizosolenia. ;2;32;2,647;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05015;0;0;0,05193;0,52942;16,11624;7,62419;0;0;0;0;0;0;0;0;0;0,00634;0,0094;0;0;0,09348;0;0;0;0;0;0,12637;6,25368;0,14346;0;0;0;0;4,46271;0;0,42278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,16148;0;0;0;0;0;0;0;0,11744;0;0;0;1,96359;0;0;0;0,02349;0;0;0;0;0;0;0;0;0;0;0;0;0
IOS2003011004501;Alaska Basin East;P26;-144.998;50.006;3 6 2003;1440;Daylight;Bongo VNH;236;0,56;150;0;4250;42.46;46;thick with Rhizosolenia ;2;39;2,904;0;0,02431;0,01978;0;0;0;0;0;0;0,13396;1,28121;0,07301;0;0,02817;0;0;0,1469;0,59199;7,83206;15,58173;0;0;0;0;0;0;0;0;0;0,00509;0,05652;0,06123;0,40806;0,01017;0;0;0,09421;0;0;0,14282;5,83608;0,11885;0;0;0;0;0;0,30334;0,33914;0,16675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,28262;0;0;0;3,15026;0;0;0;0;0;0;0;0,00754;0;0;0;2,90156;0;0;0;0;0
IOS2003011006001;Alaska Basin East;ARGO 2;-146.983;50.002;8 6 2003;0239;Night;Bongo VNH;236;0,56;149;0;4313;32.58;61;flowmeter side remained unfrozen for 2 days-rotten, sample in poor condition ;2;46;3,155;0;0;0,09638;0,20872;0;0;0;0,20258;0;0,01964;0,70595;0,1504;0;0,07735;0;0;0,29024;5,39841;15,32803;10,08962;0;0;0;0;0;0;0;0;0;0,00589;0,01964;0,20724;2,9817;0,01768;0;0;0,63843;0;0;0,04911;1,67587;0,16825;0;0;0;0,36832;1,16636;0,39533;2,06262;0,21731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,16882;0;0;0;0;0;0;0;3,92879;0,85942;0;0;6,71823;0;0;0;0,01964;0;0;0;0;0;0;0;4,05157;0;0;0,89626;0,71823;0
